飞机地址码,数据来源,航班号,飞机注册号,航向,经度,维度,垂直加速度,地速,高度,接收机位置,未知 
780CFE,HNAir,ZH9594,,298.173676,110.029953,21.344761,0,678,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.770905,21.316360,0,781,9174,HAKHU1,HAKHU1
780B1E,SH,ZH9556,,298.028748,109.774170,21.472778,-19,713,7802,ZGBH,ZGBH
780CFE,SH,ZH9594,,298.173676,110.024155,21.347647,0,678,7193,ZGBH,ZGBH
780250,SH,ZH9921,B-6153,252.637878,110.760040,21.313198,0,781,9174,ZGBH,ZGBH
780B1E,SH,ZH9556,,298.028748,109.770760,21.474455,-19,713,7802,ZGBH,ZGBH
780CFE,SH,ZH9594,,298.173676,110.024155,21.347647,0,678,7193,ZGBH,ZGBH
780250,SH,ZH9921,B-6153,252.637878,110.760040,21.313198,0,781,9174,ZGBH,ZGBH
780bef,SYAirport,ZH9462,,208.442932,123.816917,41.031841,487,657,7147,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486656,41.629269,0,0,0,ZYTX,ZYTX
780786,SZAir,ZH9959,B-5606,2.461425,113.389633,23.647018,546,819,7132,SZXZH1,SZXZH1
780B1E,HNAir,ZH9556,,298.028748,109.770760,21.474455,-19,713,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.173676,110.020950,21.349276,0,678,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.770905,21.316360,0,781,9174,HAKHU1,HAKHU1
780B1E,HNAir,ZH9556,,298.028748,109.763054,21.478317,-19,713,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.173676,110.012993,21.353256,0,678,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.770905,21.316360,0,781,9174,HAKHU1,HAKHU1
780B1E,HNAir,ZH9556,,298.028748,109.762009,21.478830,-19,713,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.173676,110.012993,21.353256,0,678,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.770905,21.316360,0,781,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,208.431168,123.809204,41.021118,253,661,7178,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629223,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.028748,109.762009,21.478830,-19,713,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.173676,110.006599,21.356461,0,678,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.770905,21.316360,0,781,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,208.572098,123.807129,41.018188,156,662,7185,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629223,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.635941,123.803116,41.012661,58,664,7185,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629234,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,297.897278,109.750221,21.484680,0,712,7795,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.173676,110.000504,21.359518,0,678,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.730591,21.304586,0,781,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,208.635941,123.801270,41.010040,0,664,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629234,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,297.897278,109.746872,21.486328,0,712,7795,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.173676,109.997299,21.361147,0,678,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.727058,21.303543,0,781,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,208.635941,123.801270,41.010040,0,664,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629234,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,297.897278,109.743477,21.488022,0,712,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.035645,109.994095,21.362730,0,677,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.727058,21.303543,0,781,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,208.559616,123.796204,41.003036,0,666,7193,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,297.897278,109.740135,21.489670,0,712,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.035645,109.991867,21.363831,0,677,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.720673,21.301653,0,781,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,208.559616,123.794128,41.000107,19,666,7193,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,297.967102,109.738464,21.490515,0,710,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.035645,109.989014,21.365290,0,677,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.720673,21.301653,0,781,9174,HAKHU1,HAKHU1
780B1E,HNAir,ZH9556,,297.967102,109.730698,21.494385,0,710,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.035645,109.979401,21.370085,0,677,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,252.637878,110.702240,21.296265,0,781,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,208.623123,123.794128,41.000107,19,668,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.623123,123.781006,40.981888,19,668,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.471848,123.781006,40.981888,0,672,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629234,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.610458,123.773590,40.971558,0,672,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629234,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.770226,40.966808,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629234,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.768738,40.964767,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629234,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.766853,40.962105,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629234,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.764099,40.958221,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629234,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.764099,40.958221,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629234,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.760048,40.952610,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629234,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.758797,40.950840,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629234,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.757324,40.948746,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629269,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.750549,40.939270,19,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629269,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.743195,40.928913,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.736206,40.919128,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.729492,40.909653,19,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.729492,40.909653,39,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.721924,40.898987,19,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.720848,40.897537,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.717911,40.893394,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486664,41.629292,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.713867,40.887772,-19,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486664,41.629292,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.712791,40.886272,-19,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486664,41.629292,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.708984,40.880966,-19,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486664,41.629292,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.706924,40.877987,0,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486664,41.629292,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.702682,40.872074,-19,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629269,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.396759,123.702682,40.872074,-19,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629269,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.535141,123.699097,40.867035,-19,674,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629269,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.535141,123.696533,40.863464,0,674,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629257,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.535141,123.691696,40.856667,19,674,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629257,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.535141,123.691696,40.856667,19,674,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629246,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.535141,123.691696,40.856667,19,674,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629246,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,208.748703,123.683640,40.845402,19,673,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629246,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.561104,21.578871,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.044678,109.821136,21.449249,0,673,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,253.663956,110.502235,21.237442,-19,783,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,208.824631,123.682556,40.843918,19,672,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486679,41.629246,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,209.177231,123.675720,40.834534,0,672,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629246,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.552071,21.583420,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.044678,109.809647,21.454971,0,673,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,255.242676,110.493874,21.235315,-19,785,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.177231,123.674217,40.832504,0,672,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629246,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.545029,21.586926,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.044678,109.805550,21.457045,0,673,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,257.339386,110.485535,21.233408,-19,785,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.254349,123.668602,40.824871,-19,670,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629246,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.533638,21.592604,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.044678,109.797256,21.461187,0,673,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,259.405243,110.479164,21.232178,0,785,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.392181,123.668602,40.824871,0,671,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629246,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.531944,21.593445,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.044678,109.793121,21.463257,0,673,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,260.382507,110.479164,21.232178,0,787,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.392181,123.662292,40.816406,0,671,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486687,41.629246,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.528961,21.594933,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.044678,109.788673,21.465454,0,673,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,261.335876,110.479164,21.232178,0,786,9174,HAKHU1,HAKHU1
780B1E,HNAir,ZH9556,,298.037292,109.522552,21.598114,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.044678,109.788673,21.465454,0,673,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,262.707947,110.461090,21.229385,0,787,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.392181,123.662292,40.816406,19,671,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629269,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,209.469894,123.657104,40.809402,19,670,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629269,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.522552,21.598114,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.044678,109.782661,21.468449,0,673,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,262.707947,110.456696,21.228882,0,787,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.469894,123.655334,40.807068,39,670,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.522552,21.598114,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.044678,109.778183,21.470684,0,673,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,264.610687,110.450081,21.228287,0,788,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.469894,123.655334,40.807068,39,670,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,209.685898,123.650574,40.800659,19,669,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.522552,21.598114,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.044678,109.772491,21.473524,0,673,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,265.962280,110.442604,21.227774,19,789,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.685898,123.648621,40.798058,19,669,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.506836,21.605965,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.771545,21.474014,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,266.909576,110.439041,21.227634,0,790,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.547989,123.648621,40.798058,0,668,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629280,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.502762,21.607967,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.768013,21.475758,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,267.849060,110.439041,21.227634,0,789,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.547989,123.648621,40.798058,0,668,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629269,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.502762,21.607967,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.762924,21.478271,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,268.792542,110.429993,21.227449,19,790,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.547989,123.642570,40.789909,0,668,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629269,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.502762,21.607967,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.759773,21.479855,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,269.194946,110.425430,21.227417,0,790,9174,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.547989,123.640625,40.787292,0,668,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629269,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.037292,109.502762,21.607967,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.759773,21.479855,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,270.535461,110.425430,21.227417,19,792,9174,HAKHU1,HAKHU1
780449,SH,ZH9555,B-5362,103.428757,108.881905,22.627625,682,677,5935,ZGBH,ZGBH
780bef,SYAirport,ZH9462,,209.469894,123.637764,40.783485,0,670,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629269,0,0,0,ZYTX,ZYTX
780786,SZAir,ZH9959,B-5606,2.405970,113.403320,23.941177,448,882,8343,SZXZH1,SZXZH1
7802C5,SZAir,ZH9673,B-5617,294.373444,113.195694,23.687119,877,498,4023,SZXZH1,SZXZH1
78044B,SZAir,ZH9845,B-5365,0,113.813728,22.632854,0,26,0,SZXZH1,SZXZH1
7807AD,SZAir,ZH9793,B-5616,358.872284,113.745216,22.781082,838,470,1737,SZXZH1,SZXZH1
780B1E,HNAir,ZH9556,,298.037292,109.489693,21.614456,0,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.753769,21.482895,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,271.070831,110.417244,21.227554,19,792,9174,HAKHU1,HAKHU1
780449,SH,ZH9555,B-5362,101.279404,108.886398,22.626801,663,681,5966,ZGBH,ZGBH
780B1E,HNAir,ZH9556,,298.169189,109.489693,21.614456,0,710,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.751534,21.483997,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,271.338440,110.415192,21.227600,19,792,9182,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.331848,123.637764,40.783485,0,669,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486694,41.629269,0,0,0,ZYTX,ZYTX
780786,SZAir,ZH9959,B-5606,2.405970,113.403320,23.941177,448,882,8343,SZXZH1,SZXZH1
7802C5,SZAir,ZH9673,B-5617,294.373444,113.195694,23.687119,877,498,4023,SZXZH1,SZXZH1
78044B,SZAir,ZH9845,B-5365,0,113.813904,22.632683,0,26,0,SZXZH1,SZXZH1
7807AD,SZAir,ZH9793,B-5616,358.876709,113.745163,22.783457,838,472,1760,SZXZH1,SZXZH1
780449,SH,ZH9555,B-5362,99.819305,108.886398,22.626801,663,684,5989,ZGBH,ZGBH
780bef,SYAirport,ZH9462,,209.331848,123.635010,40.779739,0,669,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629257,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,298.371674,109.489693,21.614456,-19,709,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.748672,21.485413,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,272.140900,110.415192,21.227600,19,793,9174,HAKHU1,HAKHU1
780786,SZAir,ZH9959,B-5606,2.405970,113.403320,23.941177,546,882,8343,SZXZH1,SZXZH1
7802C5,SZAir,ZH9673,B-5617,294.443970,113.195694,23.687119,1150,492,4419,SZXZH1,SZXZH1
78044B,SZAir,ZH9845,B-5365,0,113.813904,22.632683,0,26,0,SZXZH1,SZXZH1
7807AD,SZAir,ZH9793,B-5616,358.652100,113.745102,22.785233,858,472,1790,SZXZH1,SZXZH1
780449,SH,ZH9555,B-5362,99.157425,108.893738,22.625599,643,686,6012,ZGBH,ZGBH
780bef,SYAirport,ZH9462,,209.331848,123.631104,40.774475,0,669,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629257,0,0,0,ZYTX,ZYTX
780bef,SYAirport,ZH9462,,209.193405,123.629585,40.772453,19,668,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629257,0,0,0,ZYTX,ZYTX
780786,SZAir,ZH9959,B-5606,2.405970,113.403320,23.941177,546,882,8343,SZXZH1,SZXZH1
7802C5,SZAir,ZH9673,B-5617,294.623566,113.156639,23.703377,1150,488,4488,SZXZH1,SZXZH1
78044B,SZAir,ZH9845,B-5365,0,113.814072,22.632338,0,26,0,SZXZH1,SZXZH1
7807AD,SZAir,ZH9793,B-5616,358.657379,113.744965,22.790346,897,474,1851,SZXZH1,SZXZH1
780B1E,HNAir,ZH9556,,299.707825,109.489693,21.614456,-19,710,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.742332,21.488617,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,273.209473,110.401611,21.228149,0,793,9182,HAKHU1,HAKHU1
780bef,SYAirport,ZH9462,,209.271042,123.629585,40.772453,19,666,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629257,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,301.295532,109.475449,21.621979,-19,713,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.737549,21.490980,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,273.742981,110.399368,21.228287,0,794,9182,HAKHU1,HAKHU1
780786,SZAir,ZH9959,B-5606,2.405970,113.403320,23.941177,546,882,8343,SZXZH1,SZXZH1
7802C5,SZAir,ZH9673,B-5617,294.623566,113.154343,23.704330,1150,488,4518,SZXZH1,SZXZH1
78044B,SZAir,ZH9845,B-5365,0,113.814079,22.632168,0,27,0,SZXZH1,SZXZH1
7807AD,SZAir,ZH9793,B-5616,358.657379,113.744904,22.793060,916,474,1874,SZXZH1,SZXZH1
780bef,SYAirport,ZH9462,,209.271042,123.624901,40.766029,19,666,7193,ZYTX,ZYTX
780570,SYAirport,ZH9850,B-6570,50.625000,123.486702,41.629257,0,0,0,ZYTX,ZYTX
780B1E,HNAir,ZH9556,,302.084076,109.469269,21.625534,-19,714,7802,HAKHU1,HAKHU1
780CFE,HNAir,ZH9594,,298.118927,109.735992,21.491776,0,671,7193,HAKHU1,HAKHU1
780250,HNAir,ZH9921,B-6153,274.009521,110.396118,21.228470,0,794,9182,HAKHU1,HAKHU1
780786,SZAir,ZH9959,B-5606,2.405970,113.403320,23.941177,429,882,8343,SZXZH1,SZXZH1
7802C5,SZAir,ZH9673,B-5617,294.317383,113.154343,23.704330,975,485,4518,SZXZH1,SZXZH1
78044B,SZAir,ZH9845,B-5365,0,113.814240,22.632174,0,27,0,SZXZH1,SZXZH1
7807AD,SZAir,ZH9793,B-5616,358.657379,113.744858,22.794863,955,474,1912,SZXZH1,SZXZH1
780449,SH,ZH9555,B-5362,95.055901,108.906044,22.624249,663,693,6096,ZGBH,ZGBH
780786,SZAir,ZH9959,B-5606,2.405970,113.403320,23.941177,429,882,8343,SZXZH1,SZXZH1
7802C5,SZAir,ZH9673,B-5617,294.317383,113.154343,23.704330,975,485,4579,SZXZH1,SZXZH1
78044B,SZAir,ZH9845,B-5365,0,113.814240,22.631996,0,27,0,SZXZH1,SZXZH1
7807AD,SZAir,ZH9793,B-5616,358.657379,113.744858,22.794863,936,474,1927,SZXZH1,SZXZH1
